date,start,high,low,end,adjusted
2016/12/19,"19,345.84","19,399.26","19,307.14","19,391.60","19,391.60"
2016/12/16,"19,438.39","19,439.97","19,360.36","19,401.15","19,401.15"
2016/12/15,"19,327.70","19,436.90","19,192.60","19,273.79","19,273.79"
2016/12/14,"19,270.01","19,284.28","19,184.75","19,253.61","19,253.61"
2016/12/13,"19,120.76","19,253.51","19,060.72","19,250.52","19,250.52"
2016/12/12,"19,183.82","19,280.93","19,054.00","19,155.03","19,155.03"
2016/12/09,"18,839.98","19,042.48","18,821.41","18,996.37","18,996.37"
2016/12/08,"18,674.19","18,765.47","18,614.01","18,765.47","18,765.47"
2016/12/07,"18,434.54","18,502.47","18,410.88","18,496.69","18,496.69"
2016/12/06,"18,457.20","18,484.80","18,318.99","18,360.54","18,360.54"
2016/12/05,"18,349.92","18,365.74","18,227.39","18,274.99","18,274.99"
2016/12/02,"18,435.55","18,469.68","18,315.38","18,426.08","18,426.08"
2016/12/01,"18,535.24","18,746.28","18,469.27","18,513.12","18,513.12"
2016/11/30,"18,356.03","18,370.31","18,280.66","18,308.48","18,308.48"
2016/11/29,"18,263.63","18,327.51","18,258.82","18,307.04","18,307.04"
2016/11/28,"18,302.58","18,374.93","18,222.82","18,356.89","18,356.89"
2016/11/25,"18,387.59","18,482.94","18,288.50","18,381.22","18,381.22"
2016/11/24,"18,329.78","18,382.72","18,310.31","18,333.41","18,333.41"
2016/11/22,"18,091.05","18,175.63","18,050.55","18,162.94","18,162.94"
2016/11/21,"18,038.09","18,129.03","18,007.79","18,106.02","18,106.02"
2016/11/18,"18,024.21","18,043.72","17,967.41","17,967.41","17,967.41"
2016/11/17,"17,766.61","17,884.06","17,764.08","17,862.63","17,862.63"
2016/11/16,"17,832.51","17,886.44","17,807.47","17,862.21","17,862.21"
2016/11/15,"17,690.22","17,727.58","17,605.77","17,668.15","17,668.15"
2016/11/14,"17,467.49","17,697.33","17,455.78","17,672.62","17,672.62"
2016/11/11,"17,526.61","17,621.73","17,333.49","17,374.79","17,374.79"
2016/11/10,"16,562.86","17,393.82","16,560.66","17,344.42","17,344.42"
2016/11/09,"17,281.95","17,427.71","16,111.81","16,251.54","16,251.54"
2016/11/08,"17,242.70","17,247.04","17,130.83","17,171.38","17,171.38"
2016/11/07,"17,126.03","17,186.89","17,056.84","17,177.21","17,177.21"
2016/11/04,"16,964.50","16,996.09","16,801.98","16,905.36","16,905.36"
2016/11/02,"17,238.00","17,283.60","17,080.59","17,134.68","17,134.68"
